borrower_id,age,gender,state,borrower_segment,recharge_freq_30d,recharge_avg_amount_inr,recharge_amount_cv,upi_active_days_30d,upi_monthly_txn_count,job_app_sessions_per_week,sim_tenure_months,elec_payment_delay_days,elec_bill_variance_pct,water_gas_bill_available,water_gas_payment_delay_days,rent_receipt_streak_months,rent_amount_cv,declared_monthly_income_inr,sms_avg_monthly_credit_inr,sms_avg_monthly_debit_inr,sms_debit_to_credit_ratio,sms_credit_regularity_score,gig_payment_inflows_monthly_inr,gig_income_trend,income_declaration_ratio,salary_slip_available,salary_slip_net_income_inr,salary_slip_months_count,employer_verified,rental_agreement_available,rental_agreement_tenure_months,rental_amount_match_utility,utility_bill_available,utility_address_match_id,id_verified,id_type,id_address_match_score,behavioral_score_0_100,household_score_0_100,income_score_0_100,document_score_0_100,credit_score,risk_category,loan_approved,loan_amount_eligible_inr,default_label
BRW-00504,31,F,UP,Self-Employed,5,283.5692886364766,0.3132158975204404,16.0,39.0,0,48,2,0.237,1,-3.0,15,0.118,111450,62513.184490758016,55344.83952461059,0.728,0.47148522565427137,14661,Stable,1.454,0,,,0,0,,,1,0,0,Aadhaar,0.019208915126266223,80.9,88.8,67.9,33.2,566,High Risk,0,0,1
BRW-00505,51,M,UP,Self-Employed,4,419.53795086822447,0.18888384530472602,18.0,22.0,2,17,8,0.136,0,,3,0.104,53292,55834.27584354171,31469.10994921281,0.645,0.4552222413646678,11751,Growing,1.245,0,,,0,0,,,0,0,1,Voter ID,0.906,66.6,29.7,72.3,22.3,433,Very High Risk,0,0,1
BRW-00506,39,M,Rajasthan,Formal Salaried,5,249.36453652041988,0.14269825157844016,26.0,35.0,0,88,-2,0.09,0,,13,0.039,96097,119572.3943537501,76299.67453626933,0.692,0.8918178710112337,1741,Stable,1.02,1,67365.0,5.0,1,0,,,1,1,1,Aadhaar,0.878,92.8,80.8,97.5,83.6,820,Low Risk,1,2306328,0
BRW-00507,38,M,Bihar,Unbanked Rural,2,184.62920691061245,0.6632267257018836,,,0,27,-14,0.378,0,,3,0.199,13167,4636.515611643602,5352.271499520274,0.936,0.26902430570349367,52,Declining,2.424,0,,,0,0,,,1,1,0,PAN+Aadhaar,0.22755857265512983,38.3,53.6,13.9,41.5,373,Very High Risk,0,0,1
BRW-00508,47,F,Karnataka,Self-Employed,5,340.31071883861057,0.15837637508432859,15.0,29.0,0,19,3,0.163,1,-4.0,6,0.074,36184,16161.876516742614,12412.853670538798,0.705,0.5768799863754324,12383,Declining,1.906,0,,,0,1,17.0,0.0,1,1,1,Voter ID,0.782,71.6,71.8,39.1,55.9,553,High Risk,0,0,1
BRW-00509,29,F,UP,Unbanked Rural,1,191.1851093953068,0.3651420154530328,,,1,10,25,0.388,0,,2,0.141,13113,5471.944832949625,5685.739357182168,0.837,0.43867331670829973,354,Stable,2.112,0,,,0,0,,,0,0,1,Aadhaar,0.953,37.1,15.7,18.8,22.6,300,Very High Risk,0,0,1
BRW-00510,33,M,Delhi,Self-Employed,5,499.4422488646688,0.3433489839433343,21.0,10.0,0,15,-7,0.06,0,,3,0.074,109336,49875.79446074652,52362.92885872038,0.744,0.31088182425588007,834,Stable,1.97,0,,,0,1,16.0,1.0,1,1,1,Voter ID,0.871,74.0,59.2,57.3,56.4,571,High Risk,0,0,1
BRW-00511,48,M,UP,Gig Worker,2,182.75787951050182,0.34070340858934045,18.0,47.0,4,26,3,0.274,1,8.0,2,0.079,52432,55235.27400479499,29569.723102926484,0.641,0.8574081577713453,39463,Stable,1.13,0,,,0,1,6.0,1.0,1,1,1,Aadhaar,0.787,55.4,60.1,84.6,55.9,586,High Risk,1,314592,1
BRW-00512,29,F,Karnataka,Informal Salaried,2,244.0273987659799,0.3625358257801928,10.0,6.0,6,36,8,0.233,0,,4,0.133,11205,9591.981778922618,5887.5333936577545,0.704,0.6947905720762539,4530,Stable,1.268,1,7985.0,2.0,1,1,28.0,1.0,0,0,1,Aadhaar,0.866,47.7,30.4,43.9,73.5,479,Very High Risk,0,0,1
BRW-00513,46,M,Rajasthan,Unbanked Rural,2,155.0248152748996,0.7368982716301833,,,0,22,13,0.436,0,,2,0.295,17225,7434.5046432284935,6516.453109623667,0.956,0.2270476540477528,257,Declining,2.723,0,,,0,0,,,0,0,1,Aadhaar,0.813,38.1,14.9,13.1,21.8,300,Very High Risk,0,0,1
BRW-00514,25,M,Delhi,Unbanked Rural,1,124.50421298133917,0.7557222277936908,,,0,26,4,0.256,0,,1,0.217,17039,7745.551133478482,5703.838987058401,0.829,0.21480498221462704,773,Declining,2.496,0,,,0,0,,,0,0,1,Driving Licence,0.806,36.4,36.8,13.1,21.7,300,Very High Risk,0,0,1
BRW-00515,54,F,Maharashtra,Formal Salaried,4,271.10724204079185,0.0983198602054628,24.0,28.0,1,32,1,0.02,1,2.0,15,0.025,75161,105634.28274223742,42785.07588413792,0.743,0.8251270795533876,256,Stable,0.956,1,61200.0,6.0,0,1,9.0,1.0,1,1,1,Voter ID,0.989,80.7,96.1,93.3,88.5,832,Low Risk,1,1803864,0
BRW-00516,22,M,Delhi,Formal Salaried,5,270.2607472171555,0.12995083106528896,23.0,33.0,0,52,-3,0.052,1,5.0,23,0.044,65006,47374.85511521775,48279.385459502715,0.766,1.1244213004961672,1914,Stable,1.081,1,46456.0,6.0,1,1,24.0,1.0,0,0,1,Aadhaar,0.841,89.8,99.1,95.6,79.1,825,Low Risk,1,1560144,0
BRW-00517,40,M,Delhi,Informal Salaried,2,143.66953288480073,0.21374359694371645,17.0,15.0,7,54,-6,0.311,0,,3,0.066,27544,23270.05064391044,14791.228359397272,0.936,0.6648854334685881,2259,Stable,1.274,0,,,0,0,,,1,0,1,Driving Licence,0.762,60.6,54.8,60.4,32.9,442,Very High Risk,0,0,1
BRW-00518,52,F,UP,Self-Employed,3,228.966021383953,0.14724805061785745,21.0,39.0,1,54,-10,0.07,1,-3.0,16,0.099,32987,14320.812930407537,19950.072159468153,0.733,0.5388022210820377,12991,Stable,1.302,0,,,0,1,25.0,0.0,1,1,1,Voter ID,0.993,78.3,98.8,54.0,57.1,666,Medium Risk,1,395844,0
BRW-00519,37,F,Gujarat,Unbanked Rural,2,81.31234710354016,0.6909376849267082,9.0,6.0,1,29,29,0.564,0,,3,0.151,10239,4543.403603794115,4771.924150708783,0.92,0.19758580820831673,715,Stable,1.66,0,,,0,0,,,0,0,1,Aadhaar,0.949,45.0,15.0,20.0,22.6,300,Very High Risk,0,0,1
BRW-00520,35,F,Delhi,Formal Salaried,5,240.13831850319116,0.19829735412326716,26.0,20.0,0,78,0,0.048,1,-4.0,12,0.002,74785,72983.77761518587,47624.65864854274,0.638,1.2190828551271766,1483,Stable,1.009,1,63561.0,5.0,1,0,,,1,1,1,Aadhaar,0.814,92.2,99.2,94.0,83.2,841,Low Risk,1,1794840,0
BRW-00521,26,M,Delhi,Gig Worker,4,239.76661285652318,0.48918769034398635,27.0,28.0,3,19,2,0.125,1,3.0,1,0.087,38358,25225.002706340016,18506.98699876322,0.737,0.6353019659379278,10350,Stable,1.648,0,,,0,0,,,1,1,1,Aadhaar,0.852,70.4,63.8,50.7,42.0,510,Very High Risk,0,0,0
BRW-00522,47,M,Bihar,Informal Salaried,3,272.9994211669655,0.3914207525182438,10.0,9.0,3,9,1,0.154,0,,2,0.165,26455,16542.147876017738,18818.12438716914,0.748,0.3199391526311358,2204,Declining,1.567,0,,,0,0,,,1,1,0,PAN+Aadhaar,0.262,45.7,51.6,42.7,21.5,342,Very High Risk,0,0,1
BRW-00523,49,M,Maharashtra,Unbanked Rural,2,117.16615095333071,0.33762408579076686,7.0,3.0,0,21,7,0.206,1,28.0,2,0.222,5754,2525.813759760536,2902.385830687111,0.887,0.24398696414511084,1353,Declining,2.02,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.839,45.6,47.1,13.7,21.9,300,Very High Risk,0,0,1
BRW-00524,23,F,Karnataka,Self-Employed,5,352.69048072604687,0.10708861499701491,15.0,11.0,2,45,-5,0.204,1,3.0,11,0.107,76450,74422.17238865838,77183.3692462214,0.751,0.6866341685238216,11043,Stable,0.947,0,,,0,1,31.0,1.0,1,1,1,Aadhaar,0.892,79.6,93.9,89.5,56.5,686,Medium Risk,1,917400,0
BRW-00525,27,F,UP,Self-Employed,4,359.38993094483334,0.29474460139301006,21.0,15.0,0,35,-2,0.225,1,0.0,7,0.072,108520,77583.61275743145,48220.428793339015,0.576,0.6437778076414162,3642,Stable,1.782,0,,,0,1,33.0,1.0,1,1,1,Aadhaar,0.884,76.3,83.8,63.6,56.5,618,High Risk,1,651120,0
BRW-00526,30,M,Karnataka,Gig Worker,4,281.90537630244427,0.3521054909106082,27.0,45.0,3,25,-10,0.215,1,0.0,1,0.054,43428,31285.18351119956,25072.725326486663,0.674,0.6955985375326842,26641,Growing,1.282,1,32507.0,5.0,1,0,,,1,0,1,Aadhaar,0.85,74.6,69.2,72.9,74.9,713,Medium Risk,1,521136,0
BRW-00527,54,F,Tamil Nadu,Informal Salaried,4,188.9948314884962,0.3620820349897031,17.0,22.0,5,10,0,0.156,1,18.0,6,0.158,19096,16512.694552491696,11474.175418420036,0.887,0.48072200905256673,6540,Stable,1.561,0,,,0,0,,,0,0,1,Aadhaar,0.91,55.4,82.5,38.3,22.3,409,Very High Risk,0,0,1
BRW-00528,46,M,Gujarat,Informal Salaried,2,145.67801904568228,0.45688889906289126,20.0,23.0,3,43,2,0.186,1,7.0,2,0.067,24814,23486.62760930634,11869.062382006012,0.744,0.8436306622200058,3039,Declining,1.224,1,19319.0,1.0,1,1,29.0,1.0,1,1,1,PAN+Aadhaar,0.868,62.3,65.1,61.6,92.1,647,Medium Risk,1,297768,0
BRW-00529,34,M,Delhi,Formal Salaried,3,348.5756323407832,0.15614420281285338,28.0,23.0,0,47,0,0.082,1,-9.0,15,0.039,54536,59706.550074330866,32667.79240421432,0.611,0.646369737339271,401,Stable,0.997,1,44752.0,2.0,1,0,,,1,1,1,Aadhaar,0.755,84.9,98.6,93.4,78.6,806,Low Risk,1,1308864,1
BRW-00530,30,M,Rajasthan,Unbanked Rural,2,84.62964414092316,0.8799828870133902,3.0,7.0,0,25,13,0.582,1,7.0,2,0.15,13243,4328.641593582964,3911.6639624750405,0.804,0.16589401671043588,863,Declining,2.329,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.954,37.4,29.9,10.8,42.6,300,Very High Risk,0,0,1
BRW-00531,34,M,Delhi,Self-Employed,5,397.0456955770513,0.14336636204863992,18.0,36.0,2,18,3,0.099,1,-2.0,14,0.055,131595,93766.0795214236,54637.260436982244,0.752,0.527320807784828,9009,Growing,1.666,0,,,0,0,,,0,0,1,Driving Licence,0.778,72.8,87.7,71.8,21.6,548,High Risk,0,0,0
BRW-00532,52,F,Delhi,Unbanked Rural,2,148.0619298016732,0.8987680821594316,,,0,17,30,0.493,1,9.0,0,0.328,7621,2087.2854683868954,3036.833212277071,0.954,0.4893156649562989,14,Declining,3.291,0,,,0,0,,,1,1,1,Aadhaar,0.866,36.2,26.6,15.1,42.1,300,Very High Risk,0,0,1
BRW-00533,32,M,Tamil Nadu,Unbanked Rural,1,78.16675310713326,0.8871788727440135,9.0,7.0,0,16,26,0.376,0,,3,0.386,8190,3224.83174906597,4219.562745089991,0.974,0.5678172000639247,697,Declining,1.933,0,,,0,0,,,0,0,1,Aadhaar,0.895,35.1,18.4,19.6,22.3,300,Very High Risk,0,0,1
BRW-00534,25,M,Karnataka,Gig Worker,4,180.3841546147281,0.26653285248205727,24.0,25.0,4,28,4,0.146,1,3.0,9,0.124,18948,15079.83241921733,7444.82608230688,0.66,0.3899466911977911,30475,Growing,1.385,0,,,0,0,,,1,1,1,Aadhaar,0.926,73.2,76.0,46.3,42.4,525,High Risk,0,0,0
BRW-00535,55,F,UP,Self-Employed,5,276.8755077764239,0.1791966985482751,17.0,23.0,1,23,0,0.141,1,1.0,4,0.103,21287,10592.709382782567,13844.211756898576,0.741,0.7471318702556113,14278,Stable,1.452,0,,,0,1,32.0,1.0,0,0,1,PAN+Aadhaar,0.853,72.3,77.9,52.0,36.3,511,Very High Risk,0,0,1
BRW-00536,25,M,Bihar,Unbanked Rural,1,123.45596801305932,0.5204740243103391,5.0,3.0,0,30,2,0.228,0,,2,0.157,10358,5661.645406594877,7550.098248773838,0.949,0.24603874464249387,817,Growing,1.551,0,,,0,0,,,1,1,1,Voter ID,0.934,41.1,46.8,23.7,42.5,386,Very High Risk,0,0,1
BRW-00537,40,F,Tamil Nadu,Self-Employed,5,234.37513719384785,0.3137736900868937,21.0,35.0,2,55,3,0.21,1,-1.0,17,0.101,43902,34159.748493266125,25832.910018181705,0.628,0.39302500936769885,2444,Stable,1.283,0,,,0,1,22.0,1.0,1,1,0,PAN+Aadhaar,0.22363228486699163,82.8,85.7,58.6,55.9,638,Medium Risk,1,526824,0
BRW-00538,27,F,Rajasthan,Informal Salaried,3,226.84205844151754,0.23999883028122784,17.0,17.0,6,53,18,0.173,0,,3,0.149,33420,37388.53560834464,12552.098510472899,0.809,0.45558683746709144,4273,Growing,1.29,1,28916.0,5.0,1,1,26.0,1.0,1,1,1,PAN+Aadhaar,0.913,67.0,21.9,56.5,98.1,627,Medium Risk,1,401040,0
BRW-00539,55,M,Maharashtra,Gig Worker,4,239.12413308469544,0.20067274324188744,18.0,62.0,3,20,4,0.24,1,0.0,4,0.089,36164,20377.59782018281,24917.934054389247,0.759,0.503569562960731,18572,Growing,1.531,1,26431.0,6.0,1,1,26.0,1.0,0,0,0,Aadhaar,0.03608281110481071,64.0,62.0,55.7,79.8,673,Medium Risk,1,433968,1
BRW-00540,39,M,Bihar,Formal Salaried,4,382.60668419256535,0.08540244789948871,21.0,26.0,0,66,3,0.029,1,0.0,19,0.015,111204,86132.19864137616,56713.32525820315,0.673,1.129680619714678,644,Growing,1.173,1,81016.0,4.0,1,0,,,1,1,0,Aadhaar,0.295,85.0,88.9,92.7,61.7,737,Low Risk,1,2668896,0
BRW-00541,34,M,Delhi,Unbanked Rural,2,133.67273143594326,0.6832904032921485,,,0,22,-4,0.582,0,,1,0.14,6772,3463.4828818815577,3352.3693591743563,0.96,0.32484722202563654,1180,Declining,2.242,0,,,0,0,,,0,0,1,Aadhaar,0.895,41.3,45.1,12.5,22.3,300,Very High Risk,0,0,1
BRW-00542,44,M,Bihar,Gig Worker,4,170.42492080803822,0.23705619145776127,28.0,38.0,2,20,-4,0.122,0,,2,0.127,47238,28420.428415181297,36985.4950107152,0.651,0.3809174701238904,41887,Declining,1.25,0,,,0,1,33.0,1.0,1,1,1,PAN+Aadhaar,0.828,77.1,55.7,68.2,56.2,568,High Risk,0,0,1
BRW-00543,40,M,Gujarat,Informal Salaried,4,124.88858186853619,0.34747985237044143,22.0,23.0,2,19,11,0.365,1,10.0,3,0.081,16200,12379.11883299397,13590.839021913258,0.835,0.5211888267362742,6681,Growing,1.425,1,11611.0,2.0,1,0,,,1,1,1,Aadhaar,0.791,69.5,36.2,38.5,78.8,595,High Risk,1,97200,0
BRW-00544,32,F,Delhi,Self-Employed,4,245.53000867766784,0.19279077382837098,27.0,33.0,1,53,1,0.212,1,4.0,5,0.084,78293,100506.22583471217,42838.15887614098,0.658,0.3413194823995099,2734,Stable,0.967,0,,,0,0,,,1,1,1,Voter ID,0.836,87.2,75.6,83.4,41.9,623,Medium Risk,1,939516,0
BRW-00545,22,F,Gujarat,Gig Worker,3,212.4954877114807,0.36779601627696257,19.0,45.0,2,21,9,0.293,1,-1.0,5,0.249,30762,21082.40693992385,11644.916817850153,0.729,0.5840565919607423,36337,Growing,1.37,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.885,60.0,45.9,55.1,42.2,453,Very High Risk,0,0,1
BRW-00546,45,M,Gujarat,Informal Salaried,4,190.31879762656206,0.28347341113180147,16.0,17.0,7,20,4,0.243,0,,10,0.052,13138,10185.405966416984,8882.880791648528,0.817,0.6061293179683674,1838,Stable,1.555,0,,,0,0,,,0,0,1,Aadhaar,0.799,58.2,59.0,40.0,21.7,395,Very High Risk,0,0,1
BRW-00547,28,F,Delhi,Formal Salaried,5,237.80030031826013,0.09954508789453026,28.0,42.0,0,80,-4,0.115,0,,21,0.027,37213,40689.133329529504,30460.510216720533,0.77,1.2058690781160757,872,Declining,0.968,1,26508.0,1.0,1,1,15.0,1.0,1,1,1,PAN+Aadhaar,0.988,96.6,80.3,87.8,92.8,845,Low Risk,1,893112,0
BRW-00548,46,F,Bihar,Self-Employed,4,355.9663500901491,0.29261629346181117,25.0,23.0,2,79,-1,0.124,1,0.0,8,0.077,34941,22198.746061005862,18398.695433939272,0.786,0.7354856310202004,13800,Growing,1.344,0,,,0,1,35.0,1.0,0,0,1,Driving Licence,0.974,82.9,88.0,64.2,37.0,600,High Risk,1,209646,0
BRW-00549,42,F,Maharashtra,Gig Worker,3,134.37782676512631,0.2424377363090551,19.0,37.0,4,32,-7,0.121,1,8.0,9,0.233,45345,29653.556064589073,26944.74898289763,0.776,0.45932965942882964,41708,Stable,1.469,0,,,0,0,,,1,1,1,Aadhaar,0.758,63.9,90.5,55.0,41.5,566,High Risk,0,0,0
BRW-00550,36,F,UP,Self-Employed,4,200.33651658007247,0.29819127244876603,21.0,21.0,2,64,-5,0.139,1,-6.0,12,0.071,120720,62311.364658622464,48976.81170230767,0.751,0.36441954984125113,2529,Stable,1.79,0,,,0,1,31.0,1.0,0,0,0,Aadhaar,0.14156990738864775,78.3,97.5,62.3,36.5,568,High Risk,0,0,0
BRW-00551,22,F,Rajasthan,Gig Worker,2,158.09538342493872,0.19989752718588674,21.0,55.0,3,14,7,0.116,1,2.0,5,0.159,30964,25492.210024887172,18106.2651944394,0.612,0.5397187673325446,10375,Growing,1.193,0,,,0,1,11.0,0.0,1,1,1,Aadhaar,0.947,57.6,56.1,62.9,56.8,569,High Risk,0,0,0
BRW-00552,33,M,Karnataka,Unbanked Rural,2,59.414122831558,0.6972484351635314,,,0,8,24,0.593,0,,3,0.241,15471,9387.221468798683,9101.312723204008,0.986,0.32206824951219054,586,Stable,1.698,1,12114.0,3.0,1,0,,,1,1,1,PAN+Aadhaar,0.811,31.8,14.5,28.2,80.3,436,Very High Risk,0,0,1
BRW-00553,28,M,Karnataka,Gig Worker,2,291.2718095822972,0.1967651080254517,24.0,48.0,4,47,4,0.101,1,7.0,6,0.104,32968,22475.740138456807,16941.70170060837,0.736,0.5276532931958152,29525,Declining,1.639,0,,,0,1,7.0,1.0,1,1,0,Aadhaar,0.10949919977695563,71.0,69.4,46.5,56.5,564,High Risk,0,0,0
BRW-00554,36,Other,Gujarat,Gig Worker,4,171.65248639390518,0.17850788499881218,22.0,36.0,1,9,-8,0.21,1,-15.0,8,0.061,16046,12509.083861162468,6422.593061115033,0.689,0.76996655992837,40444,Declining,1.413,0,,,0,0,,,0,0,1,Driving Licence,0.851,68.5,86.5,50.4,22.0,461,Very High Risk,0,0,0
BRW-00555,42,M,Gujarat,Unbanked Rural,2,135.04477923704744,0.5901132421650458,,,1,6,9,0.451,0,,3,0.223,11984,3462.050105938624,7230.089549579467,0.835,0.1862787943878278,237,Stable,1.778,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.799,28.6,20.6,23.4,21.7,300,Very High Risk,0,0,1
BRW-00556,40,Other,Delhi,Informal Salaried,4,218.63457904344725,0.4778396764518522,14.0,16.0,2,10,-4,0.261,0,,4,0.058,28549,23343.676789980873,19499.546223994697,0.719,0.2889529356794808,3319,Declining,1.199,0,,,0,1,31.0,0.0,1,0,1,Passport,0.904,56.1,58.1,54.2,48.0,486,Very High Risk,0,0,1
BRW-00557,50,F,Tamil Nadu,Formal Salaried,4,403.36471584849545,0.17583152834430432,22.0,59.0,0,92,1,0.106,1,0.0,7,0.028,101255,65425.301308251685,59393.40202875618,0.561,0.7607254632667267,815,Declining,1.08,1,72237.0,2.0,1,0,,,1,1,1,Aadhaar,0.998,82.7,82.3,90.5,80.0,748,Low Risk,1,2430120,0
BRW-00558,46,M,Maharashtra,Formal Salaried,5,349.07785038284857,0.10419145737417283,26.0,43.0,0,58,-3,0.035,1,-5.0,21,0.015,111496,107918.45208098789,52364.09155844763,0.59,0.9607473785502976,44,Stable,0.976,0,,,0,1,13.0,1.0,1,1,1,Voter ID,0.841,92.9,99.4,97.9,56.2,754,Low Risk,1,2675904,0
BRW-00559,54,M,Maharashtra,Self-Employed,5,509.4430971512495,0.1963145572545383,20.0,13.0,1,15,-5,0.161,0,,5,0.073,109142,78363.62705012583,54969.14405208272,0.511,0.6406266318622604,11826,Stable,1.358,0,,,0,1,27.0,1.0,1,1,1,Aadhaar,0.888,73.1,62.4,79.5,56.5,600,High Risk,1,654852,0
BRW-00560,53,M,Karnataka,Gig Worker,4,243.90598101688826,0.20647694430137206,25.0,29.0,4,7,2,0.143,1,2.0,9,0.077,30624,23932.08371478603,16076.776552423278,0.805,0.4998879154296759,38091,Growing,1.529,1,23145.0,4.0,1,0,,,1,1,1,Aadhaar,0.832,65.8,83.1,45.4,81.9,652,Medium Risk,1,367488,0
BRW-00561,56,F,Maharashtra,Self-Employed,5,345.9202269992119,0.30118874567995535,27.0,34.0,1,78,-3,0.238,1,-3.0,17,0.113,124715,62237.86400550545,42106.88718772176,0.587,0.34615260733039405,3318,Stable,1.992,0,,,0,1,35.0,1.0,1,1,1,Passport,0.969,89.8,95.8,52.8,57.0,678,Medium Risk,1,1496580,0
BRW-00562,47,M,Maharashtra,Informal Salaried,2,256.1456849151223,0.35763463324768013,14.0,7.0,7,55,16,0.329,1,1.0,7,0.184,18074,12339.177314636958,8692.998451680553,0.792,0.6007683448505027,1209,Stable,1.541,1,13571.0,5.0,1,0,,,1,1,1,Aadhaar,0.966,56.6,46.6,41.7,84.1,582,High Risk,1,108444,0
BRW-00563,32,M,Gujarat,Formal Salaried,3,475.3360101177353,0.0892281437867216,21.0,16.0,0,38,-4,0.146,1,-5.0,9,0.009,40352,43277.60699733939,29698.770947943376,0.756,0.9879270556436709,433,Stable,1.08,1,30341.0,3.0,1,1,15.0,1.0,1,1,1,Driving Licence,0.795,76.2,90.1,84.7,94.5,793,Low Risk,1,968448,0
BRW-00564,56,M,Bihar,Formal Salaried,4,295.2036646624638,0.10350989222185142,28.0,39.0,0,87,-6,0.025,1,-8.0,15,0.017,110539,143053.96050895326,70409.41676437111,0.579,0.8509745686582253,1391,Growing,0.962,1,82039.0,5.0,1,0,,,1,1,1,PAN+Aadhaar,0.975,91.2,99.6,92.8,84.1,835,Low Risk,1,2652936,0
BRW-00565,29,M,Karnataka,Informal Salaried,3,173.19706262306232,0.3184470173053783,23.0,21.0,2,48,-12,0.186,1,15.0,4,0.142,19223,11471.646649479875,4660.551653563087,0.909,0.48800990782289827,1971,Stable,1.634,1,13960.0,6.0,1,0,,,1,1,1,Driving Licence,0.788,74.3,77.1,38.0,84.5,646,Medium Risk,1,230676,0
BRW-00566,35,M,Maharashtra,Gig Worker,3,332.4636435409088,0.22292826810816024,28.0,25.0,3,23,1,0.123,0,,2,0.069,46433,33809.05011854454,28863.489783715337,0.779,0.6589415539895407,26920,Stable,1.399,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.774,71.9,52.1,61.1,21.6,438,Very High Risk,0,0,1
BRW-00567,31,M,UP,Informal Salaried,4,243.19213909398388,0.6670671842587707,17.0,12.0,6,49,0,0.103,1,4.0,5,0.103,29672,16576.16309779872,18101.529390723354,0.785,0.748812182441882,3078,Stable,1.794,0,,,0,1,8.0,1.0,1,1,0,Voter ID,0.169,66.3,81.0,42.9,35.3,500,Very High Risk,0,0,1
BRW-00568,23,F,Maharashtra,Informal Salaried,4,348.9420472921832,0.2871680889638852,15.0,7.0,7,10,-6,0.173,1,12.0,10,0.088,22718,15777.416705499762,14302.604672665437,0.729,0.594553211434814,1687,Stable,1.284,0,,,0,1,17.0,1.0,1,1,1,Aadhaar,0.846,53.2,92.0,49.2,56.3,593,High Risk,1,136308,0
BRW-00569,30,M,Gujarat,Unbanked Rural,1,97.29810803353269,0.8059914264049205,,,1,10,28,0.472,1,8.0,3,0.375,6315,3314.4751339552317,2605.6612627656746,0.823,0.5236358159051404,1502,Growing,1.612,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.883,29.4,34.3,27.0,42.2,334,Very High Risk,0,0,1
BRW-00570,24,M,Tamil Nadu,Informal Salaried,2,314.2397539452783,0.2078411678503086,18.0,22.0,2,25,10,0.169,0,,6,0.178,27276,9246.669874865935,15010.817888957647,0.784,0.4133551549764287,1202,Stable,1.609,1,20063.0,1.0,1,0,,,0,0,1,Voter ID,0.913,59.1,29.4,43.4,58.1,472,Very High Risk,0,0,1
BRW-00571,42,M,Tamil Nadu,Gig Worker,3,455.1580651551797,0.3437927807685622,24.0,20.0,1,33,1,0.192,1,5.0,8,0.166,36553,20900.41186960199,20636.166893558322,0.639,0.3760002994707212,37559,Growing,1.372,0,,,0,1,26.0,1.0,1,1,1,Voter ID,0.763,71.9,83.3,53.2,55.8,619,High Risk,1,219318,0
BRW-00572,47,M,Tamil Nadu,Self-Employed,3,231.84951224536178,0.3872849175263505,17.0,38.0,1,37,6,0.228,1,7.0,4,0.072,110218,40707.79788689436,41356.728791066766,0.594,0.6778597014605662,8421,Declining,1.744,0,,,0,1,18.0,1.0,1,1,1,Aadhaar,0.823,66.9,55.2,66.3,56.1,539,High Risk,0,0,0
BRW-00573,29,Other,Maharashtra,Informal Salaried,2,251.85983534609625,0.26455202970974306,15.0,20.0,4,23,10,0.308,1,-4.0,4,0.19,29464,25324.79658415744,14223.950567472604,0.713,0.2901543594487816,6656,Stable,1.456,0,,,0,0,,,1,1,1,Aadhaar,0.865,52.7,39.7,45.2,42.1,425,Very High Risk,0,0,1
BRW-00574,23,F,Rajasthan,Gig Worker,2,166.9341683680628,0.5806968254161028,28.0,58.0,2,24,-2,0.167,1,2.0,6,0.236,46419,30827.4925549,21671.05870621716,0.767,0.8744281023188375,8176,Growing,1.563,0,,,0,1,13.0,1.0,1,1,0,Aadhaar,0.018058532330548497,65.0,82.3,58.1,56.1,598,High Risk,1,278514,0
BRW-00575,27,M,Bihar,Unbanked Rural,1,78.17126030101583,0.6848190471432117,,,0,4,1,0.349,1,-7.0,3,0.391,11466,5400.459617974909,4404.769380677117,0.836,0.3240657992410387,1498,Growing,2.07,0,,,0,0,,,1,1,1,Aadhaar,0.762,32.3,68.3,16.0,41.5,380,Very High Risk,0,0,1
BRW-00576,49,F,Bihar,Unbanked Rural,1,64.61661600355194,0.812344247154823,,,0,10,23,0.382,0,,2,0.138,13813,6590.790298621216,8673.155998719267,0.989,0.17171101748135775,103,Stable,1.795,0,,,0,0,,,0,0,1,Aadhaar,0.772,25.2,15.8,16.8,21.6,300,Very High Risk,0,0,1
BRW-00577,50,M,Maharashtra,Formal Salaried,4,265.4838023550447,0.1820643864523188,22.0,18.0,0,66,0,0.043,1,0.0,9,0.008,99776,96421.87443206039,41638.55859645496,0.605,0.7823542158097037,2850,Stable,1.041,1,76796.0,1.0,1,1,21.0,0.0,1,1,1,Voter ID,0.95,84.2,91.9,92.3,92.6,797,Low Risk,1,2394624,0
BRW-00578,47,M,Rajasthan,Unbanked Rural,2,97.82073398607626,0.623563873792416,4.0,0.0,1,18,16,0.454,1,5.0,1,0.303,14012,4489.164156279053,5001.153862379648,0.999,0.3044823238550568,1405,Declining,2.592,0,,,0,1,23.0,1.0,0,0,1,Aadhaar,0.978,39.3,29.7,18.4,37.0,308,Very High Risk,0,0,1
